tweet_ID	_golden	is_the_tweet_text_in_the_english_language	the_text_is_about_the_drugs_of_interest	genre_in_which_the_drug_is_mentioned_	sentiment_of_the_author_about_the_drug	theme_on_the_drug_ussage
268480016315195393	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
268435858691084288	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
268203515195826176	false	Yes	No		Neither positive nor negative (neutral)	
268155729494556673	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
267833997030199296	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
267650412318965761	false	Yes	No		Neither positive nor negative (neutral)	
266763191193837568	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
266599302967734272	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
265967296864976896	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
265579466342936576	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
265409517347553282	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
265257708695998464	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
265241866830753792	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
264757110116601856	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
208062342267809793	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
207894997914234881	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
206290647286689793	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
205577133265924096	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
205300409844244480	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
204758824551325696	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
204612590138163203	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
202499684340744192	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Positive about the drug	
202361331012222977	false	Yes	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	
201384888656592896	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
200479095149178881	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
218939317551235072	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
218425909605179392	false	No	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
217149062787502082	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
217060139348406276	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	
216749261747003393	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
216724632764547073	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
216495955145531393	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
216303579202457600	false	Yes	No		Neither positive nor negative (neutral)	
215950435574489088	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
215819577475604482	false	No	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
215663272563716097	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
215571887055572993	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
215552605844291584	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
215384380703637504	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
214873774519103489	false	Yes	No		Neither positive nor negative (neutral)	
214379421270945792	false	Yes	No		Neither positive nor negative (neutral)	
213867296756727808	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
213103409140740098	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
213045204750565376	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
213023272743346176	false	Yes	No		Neither positive nor negative (neutral)	
212935850860888064	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
212931316822458370	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
211652578411425792	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
211505916166676483	false	Yes	No		Neither positive nor negative (neutral)	
211314383257747456	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
210471894409953280	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
209970033361829891	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
209954753499766784	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
229973348602482688	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
228759521219211264	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
228309233320460288	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
225653207098068992	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
225611448586481665	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
225492040979456000	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
224198995763933184	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
224173439882235904	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
223620118893174784	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Craving (Possibly related to stress relief)
223464921243983872	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
223223421616660481	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
